comuna,nivel,estandar,dep_tot,dep_pub,dep_sub,dep_pag,area_tot,area_urb,area_rur,gse_tot,gse_bajo,gse_medio_bajo,gse_medio,gse_medio_alto,gse_alto,gen_tot,gen_hom,gen_muj,etnia_tot,etnia_no,etnia_si,nac_tot,nac_cl,nac_ext,int_tot,int_no,int_si
TILTIL,basica,Adecuado,10.0%,11.7%,8.9%,0.0%,10.0%,8.6%,12.9%,10.0%,0.0%,11.8%,2.6%,18.2%,0.0%,10.0%,12.2%,7.0%,10.0%,10.1%,0.0%,10.0%,9.8%,12.5%,10.0%,11.8%,0.0%
TILTIL,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
TIMAUKEL,basica,Insuficiente,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TIMAUKEL,basica,Elemental,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TIMAUKEL,basica,Adecuado,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TIMAUKEL,basica,Total,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TIRÚA,basica,Insuficiente,68.3%,75.9%,52.5%,0.0%,68.3%,65.5%,69.1%,68.3%,69.9%,63.3%,0.0%,0.0%,0.0%,68.3%,60.4%,74.3%,68.3%,65.3%,70.3%,68.3%,68.3%,0.0%,68.3%,56.5%,94.7%
TIRÚA,basica,Elemental,22.0%,16.9%,32.5%,0.0%,22.0%,20.7%,22.3%,22.0%,17.2%,36.7%,0.0%,0.0%,0.0%,22.0%,22.6%,21.4%,22.0%,28.6%,17.6%,22.0%,22.0%,0.0%,22.0%,29.4%,5.3%
TIRÚA,basica,Adecuado,9.8%,7.2%,15.0%,0.0%,9.8%,13.8%,8.5%,9.8%,12.9%,0.0%,0.0%,0.0%,0.0%,9.8%,17.0%,4.3%,9.8%,6.1%,12.2%,9.8%,9.8%,0.0%,9.8%,14.1%,0.0%
TIRÚA,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%
TOCOPILLA,basica,Insuficiente,53.1%,59.3%,29.5%,0.0%,53.1%,53.1%,0.0%,53.1%,58.8%,50.9%,69.7%,29.5%,0.0%,53.1%,46.9%,59.3%,53.1%,51.8%,83.3%,53.3%,52.6%,60.9%,53.3%,47.0%,88.6%
TOCOPILLA,basica,Elemental,34.6%,31.6%,45.9%,0.0%,34.6%,34.6%,0.0%,34.6%,32.4%,35.2%,27.0%,45.9%,0.0%,34.6%,36.1%,33.1%,34.5%,35.3%,16.7%,34.4%,35.8%,17.4%,34.4%,38.9%,9.1%
TOCOPILLA,basica,Adecuado,12.3%,9.1%,24.6%,0.0%,12.3%,12.3%,0.0%,12.3%,8.8%,13.9%,3.4%,24.6%,0.0%,12.3%,17.0%,7.6%,12.4%,12.9%,0.0%,12.4%,11.6%,21.7%,12.4%,14.2%,2.3%
TOCOPILLA,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
TOLTÉN,basica,Insuficiente,34.0%,36.7%,31.1%,0.0%,34.0%,29.1%,41.0%,34.0%,45.8%,28.4%,66.7%,0.0%,0.0%,34.0%,32.1%,36.6%,34.0%,28.3%,41.5%,34.0%,33.3%,100.0%,34.0%,21.7%,55.9%
TOLTÉN,basica,Elemental,50.0%,55.1%,44.4%,0.0%,50.0%,49.1%,51.3%,50.0%,54.2%,49.3%,33.3%,0.0%,0.0%,50.0%,52.8%,46.3%,50.0%,54.7%,43.9%,50.0%,50.5%,0.0%,50.0%,58.3%,35.3%
TOLTÉN,basica,Adecuado,16.0%,8.2%,24.4%,0.0%,16.0%,21.8%,7.7%,16.0%,0.0%,22.4%,0.0%,0.0%,0.0%,16.0%,15.1%,17.1%,16.0%,17.0%,14.6%,16.0%,16.1%,0.0%,16.0%,20.0%,8.8%
TOLTÉN,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
TOMÉ,basica,Insuficiente,30.3%,30.5%,29.8%,0.0%,30.3%,29.1%,40.4%,30.3%,33.3%,35.7%,15.7%,33.1%,0.0%,30.3%,26.5%,33.6%,30.3%,30.3%,33.3%,30.3%,30.2%,37.5%,30.3%,23.9%,67.1%
TOMÉ,basica,Elemental,42.9%,43.2%,42.1%,0.0%,42.9%,43.7%,36.8%,42.9%,40.0%,44.3%,47.1%,37.7%,0.0%,42.9%,41.2%,44.4%,42.9%,43.0%,33.3%,42.9%,43.0%,37.5%,42.9%,45.8%,26.6%
TOMÉ,basica,Adecuado,26.7%,26.3%,28.1%,0.0%,26.7%,27.2%,22.8%,26.7%,26.7%,20.1%,37.2%,29.1%,0.0%,26.7%,32.2%,22.0%,26.7%,26.7%,33.3%,26.7%,26.8%,25.0%,26.7%,30.3%,6.3%
TOMÉ,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
TORRES DEL PAINE,basica,Insuficiente,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TORRES DEL PAINE,basica,Elemental,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TORRES DEL PAINE,basica,Adecuado,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TORRES DEL PAINE,basica,Total,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TORTEL,basica,Insuficiente,11.1%,11.1%,0.0%,0.0%,11.1%,0.0%,11.1%,11.1%,0.0%,0.0%,11.1%,0.0%,0.0%,11.1%,25.0%,0.0%,11.1%,0.0%,25.0%,11.1%,11.1%,0.0%,11.1%,0.0%,50.0%
TORTEL,basica,Elemental,44.4%,44.4%,0.0%,0.0%,44.4%,0.0%,44.4%,44.4%,0.0%,0.0%,44.4%,0.0%,0.0%,44.4%,50.0%,40.0%,44.4%,40.0%,50.0%,44.4%,44.4%,0.0%,44.4%,42.9%,50.0%
TORTEL,basica,Adecuado,44.4%,44.4%,0.0%,0.0%,44.4%,0.0%,44.4%,44.4%,0.0%,0.0%,44.4%,0.0%,0.0%,44.4%,25.0%,60.0%,44.4%,60.0%,25.0%,44.4%,44.4%,0.0%,44.4%,57.1%,0.0%
TORTEL,basica,Total,100.0%,100.0%,0.0%,0.0%,100.0%,0.0%,100.0%,100.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%
TRAIGUÉN,basica,Insuficiente,38.6%,52.5%,26.3%,0.0%,38.6%,36.4%,88.9%,38.6%,56.0%,66.7%,12.7%,12.5%,0.0%,38.6%,25.7%,51.9%,38.3%,34.4%,47.6%,38.6%,39.0%,0.0%,38.6%,32.8%,68.6%
TRAIGUÉN,basica,Elemental,35.8%,35.6%,36.0%,0.0%,35.8%,36.9%,11.1%,35.8%,31.2%,33.3%,38.1%,54.2%,0.0%,35.8%,41.3%,30.2%,36.0%,36.4%,34.9%,35.8%,35.2%,100.0%,35.8%,37.2%,28.6%
TRAIGUÉN,basica,Adecuado,25.6%,11.9%,37.7%,0.0%,25.6%,26.7%,0.0%,25.6%,12.8%,0.0%,49.2%,33.3%,0.0%,25.6%,33.0%,17.9%,25.7%,29.1%,17.5%,25.6%,25.8%,0.0%,25.6%,30.0%,2.9%
TRAIGUÉN,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
TREHUACO,basica,Insuficiente,25.0%,25.0%,0.0%,0.0%,25.0%,0.0%,25.0%,25.0%,0.0%,28.6%,0.0%,0.0%,0.0%,25.0%,11.1%,42.9%,26.7%,26.7%,0.0%,25.0%,26.7%,0.0%,25.0%,18.2%,40.0%
TREHUACO,basica,Elemental,43.8%,43.8%,0.0%,0.0%,43.8%,0.0%,43.8%,43.8%,0.0%,50.0%,0.0%,0.0%,0.0%,43.8%,44.4%,42.9%,40.0%,40.0%,0.0%,43.8%,46.7%,0.0%,43.8%,54.5%,20.0%
TREHUACO,basica,Adecuado,31.3%,31.3%,0.0%,0.0%,31.3%,0.0%,31.3%,31.3%,100.0%,21.4%,0.0%,0.0%,0.0%,31.3%,44.4%,14.3%,33.3%,33.3%,0.0%,31.3%,26.7%,100.0%,31.3%,27.3%,40.0%
TREHUACO,basica,Total,100.0%,100.0%,0.0%,0.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
TUCAPEL,basica,Insuficiente,48.5%,42.9%,60.5%,0.0%,48.5%,47.3%,54.5%,48.5%,30.0%,44.4%,60.5%,0.0%,0.0%,48.5%,42.4%,54.4%,48.5%,48.1%,100.0%,48.5%,48.9%,33.3%,48.5%,43.6%,70.8%
TUCAPEL,basica,Elemental,38.8%,42.9%,30.2%,0.0%,38.8%,39.3%,36.4%,38.8%,50.0%,42.0%,30.2%,0.0%,0.0%,38.8%,37.9%,39.7%,38.8%,39.1%,0.0%,38.8%,38.2%,66.7%,38.8%,40.9%,29.2%
TUCAPEL,basica,Adecuado,12.7%,14.3%,9.3%,0.0%,12.7%,13.4%,9.1%,12.7%,20.0%,13.6%,9.3%,0.0%,0.0%,12.7%,19.7%,5.9%,12.7%,12.8%,0.0%,12.7%,13.0%,0.0%,12.7%,15.5%,0.0%
TUCAPEL,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
VALDIVIA,basica,Insuficiente,35.6%,42.5%,38.0%,10.0%,35.6%,34.9%,54.0%,35.6%,59.1%,50.4%,37.2%,33.9%,15.0%,35.6%,29.8%,41.8%,35.6%,34.8%,43.1%,35.6%,35.7%,30.0%,35.6%,30.3%,76.4%
VALDIVIA,basica,Elemental,38.6%,36.2%,42.0%,28.4%,38.6%,38.9%,30.2%,38.6%,34.8%,36.2%,39.0%,44.6%,32.0%,38.6%,39.9%,37.2%,38.5%,38.7%,37.4%,38.6%,38.6%,40.0%,38.6%,40.7%,22.1%
VALDIVIA,basica,Adecuado,25.8%,21.3%,20.0%,61.6%,25.8%,26.2%,15.9%,25.8%,6.1%,13.4%,23.8%,21.5%,53.0%,25.8%,30.3%,21.0%,25.8%,26.5%,19.5%,25.8%,25.7%,30.0%,25.8%,28.9%,1.5%
VALDIVIA,basica,Total,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
VALLENAR,basica,Insuficiente,34.6%,38.8%,22.4%,20.0%,34.6%,34.2%,44.4%,34.6%,63.0%,37.4%,34.7%,22.4%,20.0%,34.6%,28.7%,40.1%,34.5%,33.2%,50.0%,34.6%,34.4%,39.3%,34.6%,30.5%,68.4%
VALLENAR,basica,Elemental,39.9%,37.5%,48.1%,40.0%,39.9%,39.4%,51.9%,39.9%,31.5%,36.6%,39.7%,48.1%,40.0%,39.9%,41.8%,38.2%,40.0%,40.7%,32.1%,39.9%,39.9%,39.3%,39.9%,41.1%,30.3%
VALLENAR,basica,Adecuado,25.5%,23.7%,29.5%,40.0%,25.5%,26.3%,3.7%,25.5%,5.6%,26.0%,25.6%,29.5%,40.0%,25.5%,29.6%,21.7%,25.5%,26.2%,17.9%,25.5%,25.6%,21.4%,25.5%,28.4%,1.3%
VALLENAR,basica,Total,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
VALPARAÍSO,basica,Insuficiente,45.1%,57.8%,45.4%,15.1%,45.1%,45.1%,0.0%,45.1%,66.1%,58.4%,47.7%,31.7%,13.9%,45.1%,41.0%,49.3%,45.1%,45.1%,50.0%,45.1%,45.0%,48.5%,45.1%,41.4%,82.8%
VALPARAÍSO,basica,Elemental,37.4%,32.9%,39.0%,37.7%,37.4%,37.4%,0.0%,37.4%,25.1%,32.0%,39.5%,44.5%,38.1%,37.4%,38.4%,36.3%,37.4%,37.4%,38.2%,37.4%,37.3%,37.5%,37.4%,39.5%,15.7%
VALPARAÍSO,basica,Adecuado,17.5%,9.3%,15.5%,47.2%,17.5%,17.5%,0.0%,17.5%,8.8%,9.5%,12.8%,23.9%,48.1%,17.5%,20.6%,14.4%,17.5%,17.6%,11.8%,17.5%,17.7%,14.0%,17.5%,19.1%,1.5%
VALPARAÍSO,basica,Total,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
VICHUQUEN,basica,Insuficiente,18.2%,18.2%,0.0%,0.0%,18.2%,66.7%,7.4%,18.2%,0.0%,18.2%,18.2%,0.0%,0.0%,18.2%,18.2%,18.2%,18.2%,18.8%,0.0%,18.2%,16.1%,50.0%,18.2%,18.2%,0.0%
VICHUQUEN,basica,Elemental,48.5%,48.5%,0.0%,0.0%,48.5%,16.7%,55.6%,48.5%,0.0%,36.4%,72.7%,0.0%,0.0%,48.5%,50.0%,45.5%,48.5%,46.9%,100.0%,48.5%,51.6%,0.0%,48.5%,48.5%,0.0%
VICHUQUEN,basica,Adecuado,33.3%,33.3%,0.0%,0.0%,33.3%,16.7%,37.0%,33.3%,0.0%,45.5%,9.1%,0.0%,0.0%,33.3%,31.8%,36.4%,33.3%,34.4%,0.0%,33.3%,32.3%,50.0%,33.3%,33.3%,0.0%
VICHUQUEN,basica,Total,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%
VICTORIA,basica,Insuficiente,50.4%,48.9%,51.6%,0.0%,50.4%,46.7%,65.4%,50.4%,66.9%,48.6%,43.7%,39.4%,0.0%,50.4%,46.8%,53.7%,50.3%,44.3%,63.4%,50.4%,50.4%,50.0%,50.4%,43.6%,84.6%
VICTORIA,basica,Elemental,35.4%,38.8%,32.7%,0.0%,35.4%,36.6%,30.8%,35.4%,29.2%,37.1%,40.8%,37.0%,0.0%,35.4%,38.9%,32.2%,35.5%,36.9%,32.5%,35.4%,35.5%,33.3%,35.4%,39.4%,15.4%
VICTORIA,basica,Adecuado,14.2%,12.4%,15.7%,0.0%,14.2%,16.7%,3.8%,14.2%,3.8%,14.3%,15.5%,23.6%,0.0%,14.2%,14.2%,14.1%,14.2%,18.8%,4.1%,14.2%,14.1%,16.7%,14.2%,17.0%,0.0%
VICTORIA,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
VICUÑA,basica,Insuficiente,47.7%,44.9%,49.5%,0.0%,47.7%,49.2%,8.3%,47.7%,38.9%,57.9%,42.9%,0.0%,0.0%,47.7%,46.0%,49.4%,47.5%,49.2%,0.0%,47.7%,48.7%,26.7%,47.7%,41.1%,76.7%
VICUÑA,basica,Elemental,37.8%,41.7%,35.4%,0.0%,37.8%,37.4%,50.0%,37.8%,47.2%,33.3%,38.9%,0.0%,0.0%,37.8%,37.9%,37.8%,38.0%,36.7%,72.7%,37.8%,36.5%,66.7%,37.8%,41.9%,20.0%
VICUÑA,basica,Adecuado,14.5%,13.4%,15.2%,0.0%,14.5%,13.4%,41.7%,14.5%,13.9%,8.8%,18.3%,0.0%,0.0%,14.5%,16.1%,12.8%,14.5%,14.1%,27.3%,14.5%,14.8%,6.7%,14.5%,17.0%,3.3%
VICUÑA,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
VILCÚN,basica,Insuficiente,51.9%,43.1%,55.7%,0.0%,51.9%,37.4%,68.8%,51.9%,66.7%,43.7%,39.7%,53.7%,0.0%,51.9%,42.4%,60.9%,51.9%,44.1%,63.5%,51.9%,51.8%,100.0%,51.9%,45.8%,76.5%
VILCÚN,basica,Elemental,31.0%,33.3%,30.0%,0.0%,31.0%,37.4%,23.6%,31.0%,25.9%,30.3%,39.7%,33.3%,0.0%,31.0%,35.2%,27.0%,31.0%,33.2%,27.7%,31.0%,31.1%,0.0%,31.0%,34.7%,16.2%
VILCÚN,basica,Adecuado,17.1%,23.5%,14.3%,0.0%,17.1%,25.3%,7.6%,17.1%,7.4%,26.1%,20.7%,13.0%,0.0%,17.1%,22.4%,12.1%,17.1%,22.8%,8.8%,17.1%,17.2%,0.0%,17.1%,19.6%,7.4%
VILCÚN,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
VILLA ALEGRE,basica,Insuficiente,44.4%,44.4%,0.0%,0.0%,44.4%,60.0%,40.9%,44.4%,54.2%,39.1%,0.0%,0.0%,0.0%,44.4%,38.4%,51.6%,44.4%,44.7%,33.3%,44.4%,44.4%,50.0%,44.4%,37.2%,81.8%
VILLA ALEGRE,basica,Elemental,43.0%,43.0%,0.0%,0.0%,43.0%,36.0%,44.5%,43.0%,41.7%,43.7%,0.0%,0.0%,0.0%,43.0%,49.3%,35.5%,43.0%,43.2%,33.3%,43.0%,42.9%,50.0%,43.0%,48.7%,13.6%
VILLA ALEGRE,basica,Adecuado,12.6%,12.6%,0.0%,0.0%,12.6%,4.0%,14.5%,12.6%,4.2%,17.2%,0.0%,0.0%,0.0%,12.6%,12.3%,12.9%,12.6%,12.1%,33.3%,12.6%,12.8%,0.0%,12.6%,14.2%,4.5%
VILLA ALEGRE,basica,Total,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
VILLA ALEMANA,basica,Insuficiente,36.5%,46.0%,35.7%,25.6%,36.5%,36.5%,50.0%,36.5%,66.7%,58.1%,30.9%,33.0%,25.6%,36.5%,30.7%,42.2%,36.5%,36.6%,31.8%,36.5%,36.2%,46.7%,36.5%,33.0%,79.6%
VILLA ALEMANA,basica,Elemental,41.8%,38.3%,43.2%,40.7%,41.8%,41.8%,37.5%,41.8%,22.2%,33.7%,44.9%,44.4%,40.7%,41.8%,44.2%,39.5%,41.8%,41.6%,59.1%,41.8%,42.1%,31.1%,41.8%,43.7%,18.6%
VILLA ALEMANA,basica,Adecuado,21.7%,15.8%,21.1%,33.7%,21.7%,21.7%,12.5%,21.7%,11.1%,8.2%,24.3%,22.6%,33.7%,21.7%,25.1%,18.4%,21.7%,21.9%,9.1%,21.7%,21.7%,22.2%,21.7%,23.3%,1.8%
VILLA ALEMANA,basica,Total,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
VILLARRICA,basica,Insuficiente,40.9%,42.8%,43.1%,7.7%,40.9%,38.3%,49.0%,40.9%,57.4%,46.4%,43.2%,31.5%,7.7%,40.9%,35.2%,46.8%,41.0%,38.0%,51.6%,40.9%,41.2%,21.4%,40.9%,34.8%,71.1%
VILLARRICA,basica,Elemental,40.6%,38.2%,41.8%,34.6%,40.6%,40.8%,40.1%,40.6%,36.2%,38.0%,42.3%,45.5%,34.6%,40.6%,42.3%,38.9%,40.4%,40.5%,40.3%,40.6%,40.6%,42.9%,40.6%,43.4%,26.8%
VILLARRICA,basica,Adecuado,18.5%,19.1%,15.1%,57.7%,18.5%,20.9%,10.9%,18.5%,6.4%,15.7%,14.5%,23.1%,57.7%,18.5%,22.5%,14.3%,18.6%,21.5%,8.1%,18.5%,18.2%,35.7%,18.5%,21.8%,2.1%
VILLARRICA,basica,Total,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
VIÑA DEL MAR,basica,Insuficiente,37.9%,53.6%,40.9%,15.4%,37.9%,37.9%,0.0%,37.9%,60.0%,57.6%,45.7%,29.1%,15.1%,37.9%,34.7%,41.3%,38.0%,38.0%,40.9%,37.9%,37.6%,43.5%,37.9%,34.0%,79.4%
VIÑA DEL MAR,basica,Elemental,37.4%,32.4%,39.1%,37.9%,37.4%,37.4%,0.0%,37.4%,32.7%,31.5%,38.3%,41.9%,37.7%,37.4%,37.9%,36.8%,37.3%,37.5%,31.8%,37.4%,37.3%,38.9%,37.4%,39.4%,16.2%
VIÑA DEL MAR,basica,Adecuado,24.7%,14.0%,20.0%,46.7%,24.7%,24.7%,0.0%,24.7%,7.3%,11.0%,16.0%,29.0%,47.2%,24.7%,27.4%,21.9%,24.6%,24.6%,27.3%,24.7%,25.1%,17.6%,24.7%,26.6%,4.4%
VIÑA DEL MAR,basica,Total,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
VITACURA,basica,Insuficiente,8.1%,19.5%,14.7%,6.5%,8.1%,8.1%,0.0%,8.1%,0.0%,0.0%,0.0%,18.6%,6.5%,8.1%,6.8%,9.3%,8.1%,8.1%,100.0%,8.1%,8.0%,10.4%,8.1%,7.3%,46.7%
VITACURA,basica,Elemental,30.9%,41.6%,29.4%,29.6%,30.9%,30.9%,0.0%,30.9%,0.0%,0.0%,0.0%,39.3%,29.6%,30.9%,28.5%,33.1%,30.8%,30.9%,0.0%,30.9%,30.4%,45.8%,30.9%,30.7%,40.0%
VITACURA,basica,Adecuado,61.0%,38.9%,55.9%,63.9%,61.0%,61.0%,0.0%,61.0%,0.0%,0.0%,0.0%,42.1%,63.9%,61.0%,64.7%,57.6%,61.0%,61.1%,0.0%,61.0%,61.6%,43.8%,61.0%,62.0%,13.3%
VITACURA,basica,Total,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
YERBAS BUENAS,basica,Insuficiente,46.4%,45.9%,50.0%,0.0%,46.4%,57.7%,43.4%,46.4%,0.0%,46.4%,0.0%,0.0%,0.0%,46.4%,38.8%,55.2%,46.4%,46.8%,0.0%,46.4%,45.5%,100.0%,46.4%,36.5%,79.3%
YERBAS BUENAS,basica,Elemental,33.6%,33.9%,31.3%,0.0%,33.6%,26.9%,35.4%,33.6%,0.0%,33.6%,0.0%,0.0%,0.0%,33.6%,38.8%,27.6%,33.6%,33.9%,0.0%,33.6%,34.1%,0.0%,33.6%,39.6%,13.8%
YERBAS BUENAS,basica,Adecuado,20.0%,20.2%,18.8%,0.0%,20.0%,15.4%,21.2%,20.0%,0.0%,20.0%,0.0%,0.0%,0.0%,20.0%,22.4%,17.2%,20.0%,19.4%,100.0%,20.0%,20.3%,0.0%,20.0%,24.0%,6.9%
YERBAS BUENAS,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
YUMBEL,basica,Insuficiente,50.7%,52.9%,49.3%,0.0%,50.7%,55.3%,31.0%,50.7%,73.8%,46.2%,44.7%,0.0%,0.0%,50.7%,44.7%,57.0%,50.7%,50.5%,100.0%,50.7%,50.7%,0.0%,50.7%,45.5%,83.3%
YUMBEL,basica,Elemental,38.5%,35.6%,40.3%,0.0%,38.5%,36.9%,45.2%,38.5%,26.2%,35.4%,44.7%,0.0%,0.0%,38.5%,41.2%,35.5%,38.5%,38.6%,0.0%,38.5%,38.5%,0.0%,38.5%,41.9%,16.7%
YUMBEL,basica,Adecuado,10.9%,11.5%,10.4%,0.0%,10.9%,7.8%,23.8%,10.9%,0.0%,18.5%,10.5%,0.0%,0.0%,10.9%,14.0%,7.5%,10.9%,10.9%,0.0%,10.9%,10.9%,0.0%,10.9%,12.6%,0.0%
